Permit Class Mapped,Original Zip,Original Address,Property Legal Description,Total Job Valuation,Total Existing Bldg SQFT,Project Name,Day Issued,Contractor Company Name,Contractor Zip
Residential,78746.0,2404 WESTLAKE DR,LOT 32  E 90 FT OF LOT 3334  PT ADJ E PT LAKE SHORE ADDN  ABS 21 SUR 1 41AC SPARKS W,0.0,0.0,2404 WESTLAKE DR,WEDNESDAY,R3 Demo & Removal,78664
Residential,78746.0,2404 WESTLAKE DR,LOT 32  E 90 FT OF LOT 3334  PT ADJ E PT LAKE SHORE ADDN  ABS 21 SUR 1 41AC SPARKS W,0.0,0.0,2404 WESTLAKE DR,WEDNESDAY,R3 Demo & Removal,78664
Residential,78703.0,2405 GREENLEE DR,028 AC LOT 3 BLK D MONTE VISTA NO 2,5000.0,3055.0,2405 GREENLEE DR,THURSDAY,DAR Construction,78714-2028
Residential,78749.0,3904 GLASGOW DR,LOT 3 BLK K BANNOCKBURN,0.0,0.0,3904 GLASGOW DR,WEDNESDAY,Watters Home Design,78731
Residential,78704.0,2509 DEL CURTO RD,LOT 1 BLK D DELCREST ADDN SEC NO 2,0.0,0.0,2509 DEL CURTO RD,WEDNESDAY,MD Construction,
Residential,78727.0,12500 LAMPPOST LN,,0.0,0.0,12500 LAMPPOST LN,WEDNESDAY,Bob King Real Estate Services,78729
Residential,78756.0,4104 RAMSEY AVE,S 20FT LOT 13  N 40FT LOT 14 BLK 3 MCGUIRES SUBD NO 1,5000.0,810.0,4104 RAMSEY AVE,THURSDAY,DAR Construction,78714-2028
Residential,78702.0,1710 E 14TH ST,,2500.0,988.0,1710 E 14TH ST,FRIDAY,"Waldrop Builders, Inc.",78755
Residential,78704.0,2105 RABB RD,LOT 9 AVON HEIGHTS SEC 5,0.0,0.0,2105 RABB RD,MONDAY,,
Residential,78703.0,2406 W 9TH ST,LOT 810 BLK 6 BOULEVARD HEIGHTS PLUS 12 ADJ VAC ALLEY,3000.0,484.0,2406 W 9TH ST,WEDNESDAY,DAR Construction,78714-2028
Residential,78757.0,6302 WILBUR DR,LOT 2  LESS 48FT BLK I ALLANDALE OAKS,10000.0,0.0,6302 WILBUR DR,MONDAY,JM Construction,78660
Residential,78745.0,4502 LAREINA DR,LOT 9A BLK 3 RESUB LT 9 OLDHAM ADDN  RESUB OF LOT 1011 OLDHAM ADDN SEC 2,0.0,0.0,4502 LAREINA DR,MONDAY,Trinity Constructors,78660
Residential,78731.0,4207 FAR WEST BLVD,LOT 10 BLK A NORTHWEST HILLS MESA OAKS PHS 2,200.0,0.0,4207 FAR WEST BLVD,MONDAY,Stuart Home Corporation,78746
Residential,78703.0,2000 SHARON LN,03938AC OF LOT 4 BLK 12 WESTFIELD A,5000.0,3170.0,2000 SHARON LN,TUESDAY,DAR Construction,78714-2028
Residential,78741.0,2511 MONTOPOLIS DR,ABS 24 DELVALLE S ACR 6407,5000.0,1000.0,2511 MONTOPOLIS DR,TUESDAY,,78768-2232
Residential,78702.0,2211 CANTERBURY ST,LOT 3 BLK A OLT 51 DIV O BENSONS SUBD,5000.0,1000.0,2211 CANTERBURY ST,THURSDAY,Vigi Group LLC,78704
Residential,78704.0,4016 VALLEY VIEW RD,,11000.0,1104.0,4016 VALLEY VIEW RD,FRIDAY,"Cutsinger Custom Homes, Inc.",78642
Residential,78704.0,4016 VALLEY VIEW RD,,0.0,0.0,4016 VALLEY VIEW RD,FRIDAY,"Cutsinger Custom Homes, Inc.",78642
Residential,78731.0,1819 W 38TH ST,LOT 15  E 20 FT OF LOT 14 BLK 5 OAKMONT HEIGHTS,2800.0,544.0,1819 W 38TH ST,WEDNESDAY,"Zenith Developments, LLC",78731
Residential,78703.0,1509 ELTON LN,S 75FT LOT 19 BLK 9 WESTFIELD A,3000.0,467.0,1509 ELTON LN,MONDAY,Jade Construction,78753
Residential,78746.0,3206 RIVERCREST DR,LOT 1 BLK A RIVERCREST ADDN SEC 1,10000.0,4272.0,3206 RIVERCREST DR,FRIDAY,Waldrop Beckworth LLC  **MAIN**,78701
Commercial,78704.0,1618 NASH AVE,LOT 7A BLK A RESUB OF LOTS 114 WEST END ADDN,20000.0,5184.0,1618 NASH AVE,WEDNESDAY,DAR Construction,78714-2028
Commercial,78704.0,1618 NASH AVE,LOT 7A BLK A RESUB OF LOTS 114 WEST END ADDN,20000.0,462.0,1618 NASH AVE,WEDNESDAY,DAR Construction,78714-2028
Commercial,78704.0,1618 NASH AVE,LOT 7A BLK A RESUB OF LOTS 114 WEST END ADDN,20000.0,836.0,1618 NASH AVE,WEDNESDAY,DAR Construction,78714-2028
Residential,78751.0,4515 SPEEDWAY,,0.0,0.0,4515 SPEEDWAY,THURSDAY,Aloha Homes,78731
Residential,78702.0,1809 NEW YORK AVE,LOT 8 RESUB OF BLK 12 OLT 57 DIV B JOHNS C R SUBD,3200.0,1832.0,1809 NEW YORK AVE,TUESDAY,,78746
Residential,78702.0,802 HARVARD ST,N 647FT OF LOT 9 BLK 25 GRANDVIEW PLACE,3000.0,0.0,802 HARVARD ST,TUESDAY,Changos Service,
Residential,78730.0,3220 SMOKY RIDGE,LOT B ATKINSONNORTH,52500.0,6956.0,3220 SMOKY RIDGE,FRIDAY,Southwest Destructors,78763-469
Residential,78731.0,4706 FINLEY DR,LOT 5 BLK A SHOALWOODS ADDN SEC 1,5000.0,2100.0,4706 FINLEY DR,FRIDAY,DAR Construction,78714-2028
Commercial,78705.0,1002 W 26TH ST,LOT 29 E26' W139' OF LT 35 LOT 3034 OLT 54 HARWOOD SUBD LOT 2332 OLT 56 DIV D PT OF ANDERSON C ED,0.0,36645.0,1002 W 26TH ST,TUESDAY,Primecore LLC,
Residential,78704.0,2113 GLENDALE PL,LOT 7 BLK 38 TRAVIS HEIGHTS,5000.0,1321.0,2113 GLENDALE PL,TUESDAY,DAR Construction,78714-2028
Residential,78744.0,5104 CANELLA DR,LOT 11 BLK J SILVERSTONE PHS 1 SEC 1,7200.0,1800.0,5104 CANELLA DR,WEDNESDAY,Building Abatement Demolition Co Inc,78642
Residential,78704.0,705 W MONROE ST,01508AC OF BLK C BOULDIN J E ESTATE,0.0,0.0,705 W MONROE ST,MONDAY,Purple Door INC,78734
Residential,78744.0,5112 CANELLA DR,LOT 15 BLK J SILVERSTONE PHS 1 SEC 1 PROATE 1115 TO 22015,0.0,0.0,5112 CANELLA DR,WEDNESDAY,Building Abatement Demolition Co Inc,78642
Residential,78744.0,5108 CANELLA DR,LOT 13 BLK J SILVERSTONE PHS 1 SEC 1,8200.0,2469.0,5108 CANELLA DR,WEDNESDAY,Building Abatement Demolition Co Inc,78642
Residential,78756.0,5401 GROVER AVE,,0.0,0.0,5401 GROVER AVE,WEDNESDAY,Avenue B Design Build***MAIN***,78701
Residential,78702.0,2502 E 16TH ST,LOT 7A GLENWOOD ADDN AMD LTS 7  8 BLK 10,0.0,1023.0,2502 E 16TH ST,TUESDAY,,77042
Residential,78702.0,1601 SINGLETON AVE,LOT 7A GLENWOOD ADDN AMD LTS 7  8 BLK 10,0.0,775.0,1601 SINGLETON AVE,TUESDAY,GEOSCAPES OF TEXAS INC.,78646
Residential,78745.0,4431 HANK AVE,LOT 8A BANISTER ACRES SEC 2 RESUB OF LOT 8 BLK F,5000.0,842.0,4431 HANK AVE,THURSDAY,Pecan Valley Homes LLC***MAIN***,78732
Residential,78745.0,4431 HANK AVE,LOT 8A BANISTER ACRES SEC 2 RESUB OF LOT 8 BLK F,0.0,0.0,4431 HANK AVE,THURSDAY,Pecan Valley Homes LLC***MAIN***,78732
Residential,78704.0,1716 VALERIA ST,LOT 13 FOWLER HEIGHTS,8000.0,1056.0,1716 VALERIA ST,FRIDAY,Fannin Investments Austin,78745
Residential,78756.0,3907 BAILEY LN,LOT 8 DUNN ADDN,11550.0,1610.0,3907 BAILEY LN,TUESDAY,Acadian Properties,78664
Residential,78722.0,1606 WILSHIRE BLVD,LOT 9 BLK D DELWOOD SEC 1,8800.0,550.0,1606 WILSHIRE BLVD,THURSDAY,Southwest Destructors****MAIN***,78763
Residential,78702.0,2101 E 14TH ST,N 54' OF LOT 10 BLK 6 OLT 34 DIVISION B,5000.0,533.0,2101 E 14TH ST,THURSDAY,DAR Construction,78714-2028
Residential,78703.0,3302 FUNSTON ST,0134AC OF LOT 21 BRYKERWOODS ANNEX,5000.0,1500.0,3302 FUNSTON ST,FRIDAY,DAR Construction,78714-2028
Residential,78702.0,2111 GARDEN ST,LOT 3 BLK F OLT 4950 DIV O DRIVING PARK ADDN,5000.0,708.0,2111 GARDEN ST,WEDNESDAY,Structure Solutions,78733
Residential,78703.0,1708 VISTA LN,LOT 63 TARRY TOWN PLACE,8500.0,2500.0,1708 VISTA LN,WEDNESDAY,IDM Builders,78731
Residential,78704.0,201 BEN HOWELL DR,LOT 7 RESUB PTS OF LTS 12 LIVE OAK GROVE ADDN,0.0,0.0,201 BEN HOWELL DR,FRIDAY,AURA DESIGN BUILD,78704
Residential,78751.0,927 E 51ST ST,LOT 2 BLK K RIDGETOP,2000.0,762.0,927 E 51ST ST,FRIDAY,CONCUR HOME **DO NOT USE**,78750
Residential,78731.0,2806 W 44TH ST,,1184.0,0.0,2806 W 44TH ST,MONDAY,Southwest Destructors****MAIN***,78763
Residential,78753.0,9001 EAST DR,LOT 3A3D BLK F RESUB OF LT 3 GEORGIAN ACRES,2500.0,1283.0,9001 EAST DR,TUESDAY,Tierra Gardens,78702
Commercial,78756.0,4811 WOODROW AVE,ABS 697 SUR 7 SPEAR G W ACR 79,20000.0,4000.0,4811 BURNET RD,THURSDAY,Cumby Construction,78758
Residential,78703.0,3105 SCENIC DR,LOT 4 BLK A BROWN HERMAN ADDN NO 2 SEC 4,5000.0,0.0,3105 SCENIC DR,FRIDAY,LWG Associates,76501
Residential,78704.0,1806 FRAZIER AVE,LOT 5 BLK B FRAZIER ADDN,7000.0,1100.0,1806 FRAZIER AVE,MONDAY,"Heart of Texas Demolition, LLC**MAIN***",78617
Residential,78704.0,1208 KINNEY AVE,LOT 11 BLK 1 BARTON HEIGHTS A,5000.0,1250.0,1208 KINNEY AVE,TUESDAY,DAR Construction,78714-2028
Residential,78704.0,1208 KINNEY AVE,LOT 11 BLK 1 BARTON HEIGHTS A,5000.0,430.0,1208 KINNEY AVE,TUESDAY,DAR Construction,78714-2028
Residential,78753.0,203 VICTOR ST,LOT 2 HALL HENRY SUBD NO 5,10000.0,1288.0,203 VICTOR ST,MONDAY,Southwest Destructors****MAIN***,78763
Residential,78753.0,203 VICTOR ST,LOT 2 HALL HENRY SUBD NO 5,10000.0,480.0,203 VICTOR ST,MONDAY,Southwest Destructors****MAIN***,78763
Commercial,78705.0,2416 GUADALUPE ST,LOT 4 OLT 49 DIVISION D,45000.0,1848.0,2416 GUADALUPE ST,MONDAY,"Murray Costello Const, Inc",33912
Commercial,78705.0,2424 GUADALUPE ST,E865 FT OF LOT 6 OLT 49 DIVISION D,45000.0,1333.0,2424 GUADALUPE ST,MONDAY,"Murray Costello Const, Inc",33912
Commercial,78722.0,2000 E 22ND ST,LOT 1A VERDE HILLS NO 2,10000.0,3236.0,2000 E 22ND ST,TUESDAY,Guardian Custom Builders****MAIN***,78702
Residential,78757.0,5802 SHOAL CREEK BLVD,LOT 6 BLK C ALLANDALE OAKS,10300.0,1443.0,5802 SHOAL CREEK BLVD,MONDAY,Southwest Destructors****MAIN***,78763
Residential,78757.0,5802 SHOAL CREEK BLVD,LOT 6 BLK C ALLANDALE OAKS,10300.0,1443.0,5802 SHOAL CREEK BLVD,MONDAY,Southwest Destructors****MAIN***,78763
Residential,78757.0,1900 PALO DURO RD,,1500.0,1280.0,1900 PALO DURO RD,MONDAY,South Austin Builder LLC,78704
Residential,78704.0,3304 LOCKE LN,LOT 8 BLK K GARDEN OAKS SEC 2,8000.0,1963.0,3304 LOCKE LN,THURSDAY,DIG B LLC,78703
Residential,78704.0,807 HERNDON LN,0140AC OF LOT 6 BLK D OAK RIDGE HEIGHTS SEC 1,5000.0,700.0,807 HERNDON LN,WEDNESDAY,,78739
Residential,78704.0,902 S 1ST ST,,7000.0,1900.0,902 S 1ST ST,TUESDAY,"Heart of Texas Demolition, LLC**MAIN***",78617
Residential,78704.0,902 S 1ST ST,,0.0,0.0,902 S 1ST ST,TUESDAY,"Heart of Texas Demolition, LLC**MAIN***",78617
Residential,78704.0,903 S 2ND ST,,7500.0,1200.0,903 S 2ND ST,TUESDAY,"Heart of Texas Demolition, LLC**MAIN***",78617
Residential,78702.0,70 JULIUS ST,LOT 17 BLK 7 OLT 4142 OLT 53 DIV O RILEYS SUBD,6000.0,980.0,70 JULIUS ST,TUESDAY,A AND J  MOVING AND COMPAN,78617
Residential,78757.0,1704 PIEDMONT AVE,LOT 16 BLK G CRESTVIEW ADDN SEC 3,5000.0,685.0,1704 PIEDMONT AVE,TUESDAY,DAR Construction,78714-2028
Residential,78704.0,708 JOSEPHINE ST,LOT 22 BLK B BLUFF VIEW,9000.0,900.0,708 JOSEPHINE ST,TUESDAY,Absolute Demolition Inc. main***,78630
Residential,78703.0,2510 QUARRY RD,045158AC OF LOT 3 BLK 7 WESTFIELD A,0.0,0.0,2510 QUARRY RD,FRIDAY,Matt Garcia Design LLC,78701
Commercial,78741.0,1614 MONTOPOLIS DR,LOT 2468 BLK 2 ANGELL C L SUBD,0.0,1260.0,1614 MONTOPOLIS DR,TUESDAY,A & R Demolition Operations Account,78617
Residential,78751.0,4515 AVENUE D,02222 AC OF BLK 5 HYDE PARK ANNEX,7000.0,912.0,4515 AVENUE D,THURSDAY,ASGAR AVENUE D LLC,78751
Residential,78730.0,7900 BIG VIEW DR,LOT 49B  51A BLK M RIVER PLACE SEC 15 AMD LT 49A REPLT LT 9  50 BL MLT 5152 BL M RIVER PLACE SEC 16  ABS 375 SUR 456 HOBBS W R ACR 2755,25000.0,900.0,7900 BIG VIEW DR,WEDNESDAY,Southwest Destructors,78763-469
Residential,78744.0,5222 CANELLA DR,LOT 4 BLK P SILVERSTONE PHS 1 SEC 1,9300.0,3004.0,5222 CANELLA DR,MONDAY,Building Abatement Demolition Co Inc,78642
Residential,78744.0,5700 HONEYBEE BND,LOT 18 BLK H YARRABEE BEND SEC 3,9300.0,3004.0,5700 HONEYBEE BND,MONDAY,Building Abatement Demolition Co Inc,78642
Residential,78744.0,5727 HONEYBEE BND,LOT 2 BLK I YARRABEE BEND SEC 3 PRORATE 010115 TO 030215,6600.0,2025.0,5727 HONEYBEE BND,MONDAY,Building Abatement Demolition Co Inc,78642
Residential,78744.0,7302 ONION CREEK DR,LOT 44 BLK I YARRABEE BEND SEC 4,6800.0,2056.0,7302 ONION CREEK DR,MONDAY,Building Abatement Demolition Co Inc,78642
Residential,78744.0,7407 ONION CREEK DR,LOT 23 BLK L YARRABEE BEND SEC 4,7400.0,2254.0,7407 ONION CREEK DR,MONDAY,Building Abatement Demolition Co Inc,78642
Residential,78746.0,5301 MARYANNA DR,LOT 6 GREEN PARK SEC 3,10000.0,0.0,5301 MARYANNA DR,MONDAY,"Quality Custom Pools, Inc",78716
Residential,78702.0,2407 E 8TH ST,,4649.0,650.0,2407 E 8TH ST,TUESDAY,Southwest Destructors****MAIN***,78763
Residential,78703.0,2308 W 10TH ST,LOT 22 MARLTON PLACE SEC 1,8000.0,840.0,2308 W 10TH ST,THURSDAY,Miars Construction **MAIN**,78704
Residential,78704.0,1702 S 2ND ST,LOT 2 HILL SAM T SUBD,0.0,0.0,1702 S 2ND ST,WEDNESDAY,"Moore-Tate Projects and Design, LLC",78704
Residential,78741.0,1700 ANTLER DR,LOT 8 BLK C FAWN RIDGE SEC 2,4000.0,1498.0,1700 ANTLER DR,FRIDAY,Denali Pools LLC,78681
Residential,78703.0,1512 W 29TH ST,LOT 29 BRYKER WOODS,10000.0,0.0,1512 W 29TH ST,MONDAY,ENERTECH BUILDERS LLP,78669
Residential,78703.0,2009 SCHULLE AVE,S 45 FT OF LOT 2  N 15 FT OF LOT 3 BLK I SHERWOOD FOREST,12000.0,550.0,2009 SCHULLE AVE,FRIDAY,Southwest Destructors****MAIN***,78763
Residential,78751.0,5200 EILERS AVE,,10000.0,884.0,5200 EILERS AVE,MONDAY,Saldana Homes LLC,78702
Residential,78722.0,2105 E 21ST ST,W 26FT OF LOT 6  E 26FT LOT 7 BLK 6 OLT 46 DIV B JOHNS C R SUBD,5000.0,1000.0,2105 E 21ST ST,MONDAY,,78722
Residential,78704.0,815 W MARY ST,,1000.0,632.0,815 W MARY ST,MONDAY,Sea Pointe Venture Capital Inc,78703
Residential,78704.0,2016 RABB GLEN ST,,12000.0,2308.0,2016 RABB GLEN ST,WEDNESDAY,"River City Homes, LLC.**MAIN**",78746
Residential,78703.0,2009 SCHULLE AVE,S 45 FT OF LOT 2  N 15 FT OF LOT 3 BLK I SHERWOOD FOREST,0.0,0.0,2009 SCHULLE AVE,FRIDAY,Southwest Destructors****MAIN***,78763
Residential,78704.0,903 GARDEN VILLA CT,LOT 15 BLK M GARDEN OAKS SEC 1,1000.0,888.0,903 GARDEN VILLA CT,MONDAY,BCC Dream Homes,78703
Residential,78701.0,1400 WEST AVE,1043X201' AV OF OLT 78 DIVISION E,6750.0,1000.0,1400 WEST AVE,TUESDAY,DBA Hogan Demolition Co.,78642
Residential,78729.0,8812 PINEY POINT DR,SPRINGWOODS  SEC 1A  AMENDED 1981 BLOCK G LOT 49,0.0,0.0,8812 PINEY POINT DR,MONDAY,,78729
Residential,78722.0,3404 LAFAYETTE AVE,LOT 25A OLT 29 DIV C RAVEN TRAVIS SUBD,8400.0,1500.0,3404 LAFAYETTE AVE,WEDNESDAY,Southwest Destructors****MAIN***,78763
Residential,78744.0,6202 ORLEANS DR,LOT 24 BLK B ONION CREEK PLANTATIONS SEC 1 PRORATE 010115 TO 021315,7500.0,1600.0,6202 ORLEANS DR,WEDNESDAY,AAR Inc.,78642
Residential,78704.0,800 W MARY ST,LOT 5 BLK J BOULDIN JAMES E ADDN,5000.0,1200.0,800 W MARY ST,WEDNESDAY,DAR Construction,78714-2028
Residential,78703.0,2407 INDIAN TRL,LOT 92  W 28FT LOT 91 TARRY TOWN NO 5,3000.0,315.0,2407 INDIAN TRL,FRIDAY,Smith Builders,78645
Residential,78745.0,1104 MARCY ST,,1500.0,776.0,1104 MARCY ST,WEDNESDAY,South Austin Builder LLC,78704
Residential,78745.0,1106 MARCY ST,,1500.0,1120.0,1106 MARCY ST,WEDNESDAY,South Austin Builder LLC,78704
Residential,78756.0,4710 SINCLAIR AVE,LOT 6 BLK 31 ROSEDALE H,1800.0,216.0,4710 SINCLAIR AVE,FRIDAY,Southwest Destructors****MAIN***,78763
Residential,78757.0,2601 PEGRAM AVE,LOT 1 GREEN ACRES RESUB OF N 109' OF LTS 1  2 BLK 10,5000.0,2390.0,2601 PEGRAM AVE,FRIDAY,DAR Construction,78714-2028
Residential,78704.0,902 W MARY ST,LOT 15 BLK M BOULDIN JAMES E ADDN,0.0,400.0,902 W MARY ST,TUESDAY,"JAY HARGRAVE ARCHITECTURE, LLC",78704
Residential,78703.0,2109 HARTFORD RD,LOT 1516 PEASE ESTATES SEC 2,5000.0,1400.0,2109 HARTFORD RD,FRIDAY,DAR Construction,78714-2028
Residential,78703.0,2109 HARTFORD RD,LOT 1516 PEASE ESTATES SEC 2,0.0,0.0,2109 HARTFORD RD,FRIDAY,DAR Construction,78714-2028
Residential,78703.0,3209 FUNSTON ST,LOT 26 BRYKERWOODS G,7000.0,1408.0,3209 FUNSTON ST,THURSDAY,Cooper Contracting Services LLC,78759
Residential,78702.0,1004 E 9TH ST,W 7FT OF LOT 10  E 42FT OF LOT 11 BLK 5 OLT 23 DIV B ROBERTSON GEO L SUBD,10000.0,1401.0,1004 E 9TH ST,TUESDAY,"Hatch Works, LLC",78702
Residential,78757.0,1506 W ST JOHNS AVE,LOT 38 BLK D CRESTVIEW SEC 2,5000.0,1050.0,1506 W ST JOHNS AVE,FRIDAY,DAR Construction,78714-2028
Residential,78721.0,1108 WALTON LN,,5000.0,1000.0,1108 WALTON LN,WEDNESDAY,Walton RRA Homes LLC,78717
Residential,78702.0,1903 RIVERVIEW ST,,0.0,0.0,1903 RIVERVIEW ST,TUESDAY,J1 Construction,78729
Residential,78721.0,1112 WALTON LN,,5000.0,1000.0,1112 WALTON LN,WEDNESDAY,Walton RRA Homes LLC,78717
Residential,78721.0,1104 WALTON LN,,5000.0,1000.0,1104 WALTON LN,WEDNESDAY,Walton RRA Homes LLC,78717
Residential,78705.0,901 W 31ST ST,LOT 7  W 24FT OF LOT 8 OLT 7275 DIV D OAKWOOD,5000.0,0.0,901 W 31ST ST,THURSDAY,Soledad Builders LLC,78746
Residential,78757.0,2907 DOVER PL,LOT 4 BLK E ALLANDALE TERRACE SEC 3,0.0,0.0,2907 DOVER PL,MONDAY,DAR Construction,78714-2028
Residential,78752.0,307 DELMAR AVE,,0.0,0.0,307 DELMAR AVE,MONDAY,DAR Construction,78714-2028
Residential,78702.0,1009 CHERICO ST,,5000.0,500.0,1009 CHERICO ST,FRIDAY,DAR Construction,78714-2028
Residential,78704.0,1804 FRAZIER AVE,LOT 6 BLK B FRAZIER ADDN,8000.0,1200.0,1804 FRAZIER AVE,WEDNESDAY,"Heart of Texas Demolition, LLC**MAIN***",78617
Residential,78704.0,802 JESSIE ST,LOT 50A RESUB OF LOT 5051 OKIE HEIGHTS,0.0,0.0,802 JESSIE ST,THURSDAY,Gossett and Jones Homes Inc.,78703
Residential,78757.0,900 RUTH AVE BLDG B,LOT 1A VIOLET CROWN HEIGHTS SEC 1 RESUB LOT 1 BLK A,2500.0,950.0,900 RUTH AVE Bldg B,THURSDAY,MX3 Investments,78756
Residential,78704.0,2503 DEL CURTO RD,,4000.0,1245.0,2503 DEL CURTO RD,THURSDAY,GURI design/build,78717
Residential,78703.0,2207 TOWNES LN,LOT 107 TARRY TOWN NO 6,0.0,0.0,2207 TOWNES LN,MONDAY,LOHR Homes,78731
Residential,78703.0,2207 TOWNES LN,LOT 107 TARRY TOWN NO 6,0.0,0.0,2207 TOWNES LN,MONDAY,LOHR Homes,78731
Residential,78757.0,7612 HARDY DR,LOT PQ SYLVESTER ADDN,12000.0,1870.0,7612 HARDY DR,MONDAY,Sunrise Builders,78741
Residential,78703.0,3312 CLEARVIEW DR,LOT 2  W 125 FT OF LOT 3 TARRY TOWN NO 4,5000.0,1375.0,3312 CLEARVIEW DR,FRIDAY,DAR Construction,78714-2028
Residential,78703.0,3600 MEREDITH ST,LOT 12A BLK D LAKESHORE VILLAGE RESUB LOT 12 BLK D,1000.0,0.0,3600 MEREDITH ST,TUESDAY,JD Hunt Construction,78731
Residential,78751.0,4209 AVENUE F,LOT 78 BLK 21 HYDE PARK ADDN NO 1,1000.0,273.0,4209 AVENUE F,FRIDAY,One Handy Mutha,78704
Residential,78702.0,2412 HIDALGO ST,LOT 49  LOT 10 LESS 750 SQ FT BLK 14 OLT 23 DIV A LINCOLN PLACE,5000.0,1300.0,2412 HIDALGO ST,FRIDAY,A & R Demolition Operations Account,78617
Residential,78702.0,807 E 16TH ST,,3000.0,650.0,807 E 16TH ST,FRIDAY,Southwest Deconstructors,78753
Residential,78702.0,807 1/2 E 16TH ST,E 1175' AV OF LOT 5 BLK A OLT 42 DIV B RECTORS SUBD,3000.0,0.0,807 1/2 E 16TH ST,FRIDAY,Southwest Deconstructors,78753
Residential,78702.0,1506 WALLER ST,E 70' OF LOT 67  N 535' OF E70' OF LOT 8 BLK A OLT 42 DIV B RECTORS SUBD,3000.0,1000.0,1506 WALLER ST,FRIDAY,Southwest Destructors****MAIN***,78763
Residential,78702.0,809 E 16TH ST,W 70' OF LOT 67  N 18' OF W 70' OF LOT 8 BLK A OLT 42 DIV B RECTORS SUBD,3000.0,650.0,809 E 16TH ST,FRIDAY,Southwest Deconstructors,78753
Residential,78757.0,1104 MORROW ST,E 545FT OF LOT 13 BLK G NORTHGATE ADDN,7200.0,1296.0,1104 MORROW ST,MONDAY,Southwest Destructors****MAIN***,78763
Residential,78744.0,7450 ONION CREEK DR,LOT 1 BLK B YARRABEE BEND SEC 1,0.0,0.0,7450 ONION CREEK DR,WEDNESDAY,Building Abatement Demolition Co Inc,78642
Residential,78744.0,7602 WILD ONION DR,LOT 11 BLK C YARRABEE BEND SEC 3,0.0,0.0,7602 WILD ONION DR,WEDNESDAY,Building Abatement Demolition Co Inc,78642
Residential,78744.0,7605 WILD ONION DR,LOT 8 BLK E YARRABEE BEND SEC 3 PRORATE 010115 TO 022715,0.0,0.0,7605 WILD ONION DR,WEDNESDAY,Building Abatement Demolition Co Inc,78642
Residential,78731.0,3206 W HIGHLAND TER,LOT 4 BLK G HIGHLAND PARK WEST,5000.0,1600.0,3206 W HIGHLAND TER,FRIDAY,Ponsford Construction Co,78731
Residential,78704.0,2504 BARHILL DR,LOT 3 BLK X BARTON HILLS SEC 3,0.0,0.0,2504 BARHILL DR,WEDNESDAY,DAR Construction,78714-2028
Residential,78721.0,1127 TERRY DR,LOT 43 HOBBS ADDN,0.0,0.0,1127 TERRY DR,THURSDAY,Southwest Destructors****MAIN***,78763
Residential,78757.0,1311 JUSTIN LN,,0.0,0.0,1311 JUSTIN LN,WEDNESDAY,Legopa LLC,78731
Residential,78757.0,1311 JUSTIN LN,,0.0,0.0,1311 JUSTIN LN,WEDNESDAY,Legopa LLC,78731
Residential,78703.0,1517 W 32ND ST,E 6372 FT OF LOT 14  W 10 FT OF LOT 15 BLK 3 BRYKERWOODS B,0.0,0.0,1517 W 32ND ST,TUESDAY,RisherMartin Fine Homes,78756
Residential,78702.0,3207 NEAL ST,E 50FT OF LOT 3 BLK C OLT 4142 DIV A CHERICO SUBD NO 1,6649.0,0.0,3207 NEAL ST,THURSDAY,Southwest Destructors****MAIN***,78763
Residential,78702.0,3207 NEAL ST,E 50FT OF LOT 3 BLK C OLT 4142 DIV A CHERICO SUBD NO 1,1900.0,336.0,3207 NEAL ST,THURSDAY,Southwest Destructors****MAIN***,78763
Residential,78702.0,2007 E 12TH ST,LOT 67 BLK 15 OLT 58 DIV B FOSTER SUBD,7400.0,1276.0,2007 E 12TH ST,FRIDAY,A & R Demolition Operations Account,78617
Residential,78756.0,4707 WOODVIEW AVE,LOT 4 BLK C ROSEDALE ESTATES,3000.0,1772.0,4707 WOODVIEW AVE,THURSDAY,Mezger Homes,78759
Residential,78756.0,4707 WOODVIEW AVE,LOT 4 BLK C ROSEDALE ESTATES,600.0,360.0,4707 WOODVIEW AVE,THURSDAY,Mezger Homes,78759
Residential,78756.0,5311 ROOSEVELT AVE,LOT 29 BLK 1 NORTH LOOP TERRACE,0.0,0.0,5311 ROOSEVELT AVE,FRIDAY,Southwest Destructors****MAIN***,78763
Commercial,78703.0,1604 W 5TH ST,LOT 12 GRAHAMS R N SUBD NO 1 AMD LOTS 1416,8500.0,457.0,1604 W 5TH ST,FRIDAY,Austin CleanUp and Container,78717
Residential,78704.0,2704 OAK PARK DR,LOT 3 BLK N BARTON HILLS SEC 2,5000.0,1718.0,2704 OAK PARK DR,FRIDAY,DAR Construction,78714-2028
Residential,78751.0,904 E 54TH ST,,7000.0,832.0,904 E 54TH ST,FRIDAY,Southwest Destructors****MAIN***,78763
Residential,78704.0,1100 S 2ND ST,,9000.0,1751.0,1100 S 2ND ST,WEDNESDAY,,78704
Residential,78704.0,1100 S 2ND ST,,11000.0,1751.0,1100 S 2ND ST,WEDNESDAY,,78704
Residential,78705.0,108 W 32ND ST,E55FT OF LOT 101   W45FT OF LOT 103 BLK 2 OLT 74 DIV D ALDRIDGE PLACE,0.0,0.0,108 W 32ND ST,MONDAY,Wilmington-Gordon Inc.****MAIN****,78756
